abakus;abacus;Abakus
chaluha;seaweed;Seetang
chalupa;cottage;Hütte
chalupnice;cottages;Hütten
chanuka;Hanukkah;Chanukka
chaos;chaos;Chaos
charakter;character;Charakter
charakteristika;characteristics;Eigenschaften
charakterizace;characterization;Charakterisierung
charita;charity;Wohltätigkeit
charitka;charity;Wohltätigkeit
charleston;charleston;Charleston
charlotta;charlotta;Charlotte
charta;charter;Charta
chartistka;chartist;Chartist
charybda;charybda;charybda
chasa;chasa;chasa
chata;hut;Hütte
chatka;cottage;Hütte
cheb;cheb;Cheb
chechot;laughter;Lachen
chechtot;guffaw;Gelächter
chemapol;chemapol;Chemopol
chemie;chemistry;Chemie
chemiluminiscence;chemiluminescence;Chemilumineszenz
chemizace;chemization;Chemisierung
chemlon;chemlon;Chemlon
chemoevoluce;chemoevolution;Chemoevolution
chemotaxe;chemotaxis;Chemotaxis
chemoterapie;chemotherapy;Chemotherapie
chiara;chiara;chiara
chiastolit;chiastolite;Chiastolit
chichot;chuckle;Kichern
chichtot;giggle;kichern
chilanka;chilanka;chilanka
chiliast;chiliast;Chilist
chinazolin;quinazoline;Chinazolin
chinin;quinine;Chinin
chirurgie;surgery;Operation
chitin;chitin;Chitin
chlad;cold;kalt
chlamydie;chlamydia;Chlamydien
chlast;booze;saufen
chlebovka;bread box;Brot-Box
chloproplast;chloroproplast;Chloroplast
chlorace;chlorination;Chlorierung
chlorbenzen;chlorobenzene;Chlorbenzol
chlorfenol;chlorophenol;Chlorphenol
chlor;chlorine;Chlor
chlorid;chloride;Chlorid
chloristan;perchlorate;Perchlorat
chloritan;chlorite;Chlorit
chlorit;chlorite;Chlorit
chlorkyan;cyanogen chloride;Chlorcyan
chlormethan;chloromethane;Chlormethan
chlornan;hypochlorite;Hypochlorit
chloroform;chloroform;Chloroform
chlorofyl;chlorophyll;Chlorophyll
chlorofylin;chlorophyllin;Chlorophyllin
chloroplast;chloroplast;Chloroplast
chloroplatitan;chloroplatinate;Chlorplatin
chloroplatnatan;chloroplatinate;Chlorplatin
chlorozlatitan;chlorolatlatin;Chlorlatlatin
chlorpentafluoroetan;chloropentafluoroethane;Chlorpentafluorethan
chlouba;boast;Prahlerei
chlum;chlum;chlum
chlup;hair;Haar
chlustina;chlustina;chlustina
chmel;hop;hüpfen
chmelnice;hop gardens;Hopfengärten
chmura;cloud;Wolke
chmurka;gloom;Düsternis
chobot;trunk;Stamm
chobotnatka;octopus;Krake
chobotnice;octopus;Krake
chodba;corridor;Gang
chod;course;Kurs
chodka;pedestrian;Fußgänger
chochol;plume;Feder
chocholka;tuft;Büschel
cholera;cholera;Cholera
cholesterol;cholesterol;Cholesterin
cholina;cholina;Choline
chomout;chomout;chomout
chondrit;chondrit;Chondrit
choralistka;choralist;Chorist
chordala;chordala;Chorda
choreografie;choreography;Choreographie
choreografka;choreographer;Choreograph
choroba;disease;Krankheit
chorobopis;medical record;Krankenakte
chorvatka;croatia;Kroatien
choulivka;choulivka;Choulivka
choutka;taste;Geschmack
chovanka;kennel;Zwinger
chovatelka;breeder;Züchter
chov;breeding;Zucht
chrapot;hoarseness;Heiserkeit
chrastava;chrastava;chrastava
chrastice;rattlesnake;Klapperschlange
chrin;chrin;chrin
christina;christina;christina
christologie;christology;Christologie
chroman;chroman;Chroman
chromatika;chromatics;Chromatik
chromatografie;chromatography;Chromatographie
chrom;chrome;Chrom
chrominace;chromination;Chromierung
chromitan;chromate;Chromat
chromit;chromite;Chromit
chromnan;chromate;Chromat
chromozom;chromosome;Chromosom
chronologie;chronology;Chronologie
chronometr;chronometer;Chronometer
chronoskop;chronoscope;Chronoskop
chroust;cockchafer;Maikäfer
chrpa;cornflower;Kornblume
chrupavka;cartilage;Knorpel
chrup;teeth;Gebiss
chrupka;cartilage;Knorpel
chryzotil;chrysotile;Chrysotil
chtivka;chtivka;Tschtivka
chudina;the poor;die Armen
chudinka;poor thing;armes Ding
chudoba;poverty;Armut
chudobinka;poor thing;armes Ding
chudobka;daisy;Gänseblümchen
chuchelna;chuchelna;Chuchelna
chumelenice;snowstorm;Schneesturm
chunta;junta;Junta
chvat;haste;Eile
chvilenka;a moment;ein Moment
chvilinka;a moment;ein Moment
chvilka;a moment;ein Moment
chvojka;chvojka;chvojka
chvoj;chvoj;chvoj
chvost;tail;Schwanz
chyba;error;Error
chybka;error;Error
chyt;catch;fangen
chytristika;smartistics;Smartistik
iberoamerikanistka;Ibero-Americanist;Ibero-Amerikaner
ibuprofen;ibuprofen;Ibuprofen
ida;ida;ich
idealistka;idealist;Idealist
idealizace;idealization;Idealisierung
idea;idea;Idee
identifikace;identification;Identifikation
identita;identity;Identität
ideogram;ideogram;Ideogramm
ideologie;ideology;Ideologie
ideologizace;ideologisation;Idealisierung
idiolekt;idiolect;Idiolekt
idiomatika;idiomatics;Idiomatik
idiom;idiom;Idiom
idyla;idyll;Idylle
idylka;idyll;Idylle
igelit;plastic bags;Plastiktüten
igelitka;plastic bag;Plastiktüte
ignorace;ignorance;Ignoranz
ignorance;ignorance;Ignoranz
ignorantka;ignorant;ignorant
ichtyofauna;ichtyofauna;Fischfauna
ichtyologie;ichthyology;Fischkunde
ichtyoza;ichthyosis;Ichthyose
ikebana;ikebana;Ikebana
ikona;icon;Symbol
ikonka;icon;Symbol
ikosaedr;ikosaedr;ikosaedr
iks;iks;iks
ilegalita;illegality;Rechtswidrigkeit
ilegalizace;illegalization;Illegalisierung
ilit;ilit;Ich zündete
illustrator;illustrator;Illustrator
ilokuce;ilokuce;ilokuce
ilona;ilona;Ilona
ilonka;ilonka;ilonka
iluminace;illumination;Erleuchtung
iluse;illusion;Illusion
ilusionistka;illusionist;Illusionist
ilustrace;illustration;Illustration
iluze;illusion;Illusion
iluzionistka;illusionist;Illusionist
ilyrie;ilyrie;ilyrie
imaginace;imagination;Vorstellung
imanence;immanence;Immanenz
imatrikulace;matriculation;Immatrikulation
imbecilita;imbecility;Schwachsinn
imigrace;immigration;Einwanderung
imigrantka;immigrant;Immigrant
imise;imise;imise
imitace;imitation;Nachahmung
impakt;impact;Einschlag
impaktor;impactor;Impaktor
impedance;impedance;Impedanz
imperativ;imperative;Imperativ
imperfekce;imperfection;Unvollkommenheit
imperialistka;imperialist;imperialistisch
imperie;empire;Reich
impertinence;impertinence;Unverschämtheit
implantace;implantation;Implantation
implementace;implementation;Implementierung
implicita;implicity;Selbstverständlichkeit
implikace;implication;Implikation
imploze;implosion;Implosion
import;import;importieren
impotence;impotence;Impotenz
impregnace;impregnation;Imprägnierung
imprese;impressions;Eindrücke
impresionistka;impressionist;Impressionist
imprimatura;printing;Drucken
imprinting;imprinting;Prägung
improvizace;improvisation;Improvisation
impuls;impulse;Impuls
impulz;impulse;Impuls
impulzivita;impulsivity;Impulsivität
imunita;immunity;Immunität
imunizace;immunization;Immunisierung
imunogenetika;immunogenetics;Immungenetik
imunoglobulin;immunoglobulin;Immunoglobulin
imunohistochemie;immunohistochemistry;Immunhistochemie
imunologie;immunology;Immunologie
imunoprofylaxe;immunoprophylaxis;Immunprophylaxe
imunoterapie;immunotherapy;Immuntherapie
inaktivace;inactivation;Inaktivierung
inaugurace;inauguration;Amtseinführung
incest;incest;Inzest
incidence;incidence;Vorfall
incident;incident;Vorfall
indexace;indexation;Indexierung
index;index;Index
indiana;indiana;Indiana
indianistka;Indian;indisch
indicie;indicia;Indizien
indie;India;Indien
indigotin;indigotine;Indigotin
indikace;indication;Indikation
indikativ;indicative;indikativ
indiskrece;indiscretion;Indiskretion
indispozice;ailment;Leiden
individualistka;individualist;Individualist
individualita;individuality;Individualität
individualizace;individualization;Individualisierung
indka;Indian;indisch
indoevropeistika;Indo-European studies;Indogermanische Studien
indoevropeistka;Indo-Europeanist;Indogermanist
indol;indole;Indol
indosace;endorsement;Billigung
indosament;endorsement;Billigung
indukace;induction;Induktion
indukce;induction;Induktion
induktance;inductance;Induktivität
induktor;inductor;Induktor
indulona;indulona;indulona
indurace;induration;Verhärtung
industrializace;industrialization;Industrialisierung
industrie;industry;Industrie
inercialita;inertia;Trägheit
inertizace;inertization;Inertisierung
inervace;innervation;Innervation
infanticida;infanticide;Kindestötung
infantka;infantka;infantka
infarkt;infarct;Infarkt
infekce;infection;Infektion
infekcionistka;infectionist;infektiös
infiltrace;infiltration;Infiltration
infinitiv;infinitive;Infinitiv
infix;infix;Infix
inflace;inflation;Inflation
influenza;influenza;Grippe
informace;information;Information
informatika;informatics;Informatik
informatizace;informatization;Informatisierung
infradalekohled;infrared telescope;Infrarot-Teleskop
infrastruktura;infrastructure;Infrastruktur
infravize;infravize;infravisieren
infrazvuk;infrasound;Infrasound
infuze;infusion;Infusion
infuzor;infuser;Infusor
ingerence;interference;Interferenz
ingot;ingot;Barren
ingredience;ingredients;Zutaten
inhalace;inhalation;Inhalation
inherence;inherence;Inhärenz
inhibice;inhibition;Hemmung
inhibitor;inhibitor;Inhibitor
iniciace;initiation;Einleitung
inicializace;initialization;Initialisierung
iniciativa;initiative;Initiative
injakulace;injection;Injektion
injekce;injection;Injektion
injektor;injector;Injektor
inkarnace;incarnation;Menschwerdung
inkasistka;collection;Sammlung
inklinace;inclination;Neigung
inklinometr;inclinometer;Neigungsmesser
inkluze;inclusion;Aufnahme
inkonel;inkonel;inkonel
inkontinence;incontinence;Inkontinenz
inkonzistence;inconsistency;Inkonsistenz
inkorporace;incorporation;Eingliederung
inkoust;ink;Tinte
inkrementace;incrementation;Steigerung
inkrement;increment;Zuwachs
inkriminace;increment;Zuwachs
inkrustace;inlay;Inlay
inkubace;incubation;Inkubation
inkulturace;inculturation;Inkulturation
inkvizice;inquisition;Inquisition
inmarsat;inmarsat;inmarsat
innsbruck;Innsbruck;Innsbruck
inosinan;inosinan;Inosinan
inosin;inosine;Inosin
inovace;innovation;Innovation
inscenace;production;Produktion
insekticid;insecticide;Insektizid
inseminace;insemination;Besamung
insignie;insignia;Insignien
inspekce;inspection;Inspektion
inspektorie;inspection;Inspektion
inspektorka;inspector;Inspektor
inspirace;inspiration;Inspiration
inspiromat;inspiromat;inspiramat
instalace;installation;Installation
instance;instance;Beispiel
instanciace;instance;Beispiel
instinkt;instinct;Instinkt
instituce;institution;Institution
institucionalizace;institutionalization;Institutionalisierung
institut;institute;Institut
instrukce;instruction;Anweisung
instruktorka;instructor;Lehrer
instrumentace;instrumentation;Instrumentierung
instrumentalistka;instrumentalist;Instrumentalist
instrument;instrument;Instrument
insuficience;insufficiency;Insuffizienz
intarsie;marquetry;Einlegearbeit
intarzie;inlay;Inlay
integrabilita;integrability;Integrierbarkeit
integrace;integration;Integration
integrand;integrand;Integrand
integristka;integrist;integrist
integrita;integrity;Integrität
intelekt;intellect;Intellekt
intelektualita;intellectuality;Geistigkeit
intel;intel;Intel
inteligence;intelligence;Intelligenz
intence;intention;Absicht
intencionalita;intentionality;Intentionalität
intendantka;quartermaster;Quartiermeister
intensifikace;intensification;Intensivierung
intensita;intensity;Intensität
intenzifikace;intensification;Intensivierung
intenzita;intensity;Intensität
interakce;interaction;Interaktion
interaktivita;interactivity;Interaktivität
interbrigadistka;interbrigist;interbrigist
interdialekt;interdialect;interdialekt
interdikt;interdict;Interdikt
interdisciplinarita;interdisciplinarity;Interdisziplinarität
interes;interests;Interessen
interference;interference;Interferenz
interferometr;interferometer;Interferometer
interferometrie;interferometry;Interferometrie
interferon;interferon;Interferon
intergraph;intergraph;intergraphieren
interhotel;interhotel;interhotel
interier;interior;Innere
interiorizace;interiorization;Verinnerlichung
interjekce;interjection;Zwischenruf
interkom;intercom;Gegensprechanlage
interlingua;Interlingua;Zwischensprache
interlock;interlock;verriegeln
internace;internment;Internierung
internacionalistka;internationalist;Internationalist
internacionalizace;internationalization;Internationalisierung
internalizace;internalization;Verinnerlichung
interna;internal;intern
internet;Internet;Internet
internistka;internist;Internist
internizace;internalization;Verinnerlichung
interolerabilita;interolerability;Interoperabilität
interoperabilita;interoperability;Interoperabilität
interpelace;interpellation;Interpellation
interpolace;interpolation;Interpolation
interpretace;interpretation;Interpretation
interpretka;performer;Künstler
interpretr;interpreter;Dolmetscher
interpunkce;punctuation;Interpunktion
interrupce;abortion;Abtreibung
interval;interval;Intervall
intervence;intervention;Intervention
intimita;intimacy;Intimität
intolerance;intolerance;Intoleranz
intonace;intonation;Intonation
intoxikace;intoxication;Rausch
intranet;intranet;Intranet
intranzitivita;intransitivity;Intransitivität
intrika;intrigue;Intrigen
introdukce;introduction;Einleitung
introspekce;introspection;Selbstbeobachtung
introvertka;introvert;introvertiert
introverze;introversion;Introvertiertheit
intuice;intuition;Intuition
intuicionistka;intuitionist;Intuitionist
inulin;inulin;Inulin
inundace;inundation;Überschwemmung
invalidita;disability;Behinderung
invalidka;invalidka;ungültigka
invalidovna;invalidovna;Invalidowna
invariant;invariant;unveränderlich
invase;invasion;Invasion
invaze;invasion;Invasion
invektiva;diatribe;Schmährede
invence;invention;Erfindung
inventarizace;inventory;Inventar
inventura;stock-taking;Bestandsaufnahme
inverse;inverse;umgekehrt
invertor;inverter;Wandler
inverze;inversion;Umkehrung
investice;investment;Anlage
investitura;investment;Anlage
invokace;invocation;Aufruf
involuce;involution;Involution
inzerce;advertising;Werbung
inzerentka;advertiser;Inserent
inzulin;insulin;Insulin
inzultace;insultation;Beleidigung
ionizace;ionization;Ionisation
iont;iont;iont
iracionalita;irrationality;Irrationalität
iredentistka;irredentist;Irredentist
ireflexivita;irreflectivity;Irreflektion
irelevance;irrelevance;Irrelevanz
irena;irena;irena
irenka;irenka;irenka
irisace;irisace;Iris
iritace;irritation;Reizung
irka;Irishwoman;Irin
irma;irma;irma
iron;iron;Eisen
ironie;irony;Ironie
isabela;isabela;isabela
ischemie;ischemia;Ischämie
ischias;sciatica;Ischias
islamabad;Islamabad;Islamabad
islamistka;Islamist;Islamist
islamizace;Islamization;Islamisierung
island;Iceland;Island
isobara;isobara;Isobar
isobutan;isobutane;Isobutan
isofota;isofota;isofota
isochronie;isochrony;Isochronie
isolace;insulation;Isolierung
isoleucin;isoleucine;Isoleucin
isomalt;isomalt;Isomalt
isomerie;isomerism;Isomerie
isometrie;isometry;Isometrie
isothiokynatan;isothiocyanate;Isothiocyanat
isotop;isotope;Isotop
isotopie;isotopy;Isotopie
ispell;ispell;ich buchstabiere
istanbul;Istanbul;Istanbul
istrie;istrie;istrie
italistika;Italian studies;Italienische Studien
italka;Italian;Italienisch
iterace;iteration;Wiederholung
ithaka;ithaka;ithaka
ivana;ivana;Ivana
ivanka;ivanka;Iwanka
iva;iva;iva
iveta;iveta;iveta
ivetka;ivetka;ivetka
ivka;ivka;ivka
ivona;ivona;ivona
ivonka;ivonka;Ivonka
izabela;Isabella;Isabella
izmir;izmir;izmir
izobara;isobara;Isobar
izoglosa;isogloss;Isogloss
izolace;isolation;Isolation
izolacionistka;isolationist;Isolationist
izolant;insulator;Isolator
izolda;izolda;isolda
izolinie;isoline;Isolinie
izomerace;isomerization;Isomerisierung
izomer;isomer;Isomer
izomerie;isomerism;Isomerie
izometrie;isometry;Isometrie
izoterma;isotherm;Isotherme
izotop;isotope;Isotop
izotopie;isotopy;Isotopie
izraelka;Israeli;israelisch
izrael;Israel;Israel
jablkovice;apples;Äpfel
jackpot;jackpot;Jackpot
jacquelina;jacquelina;Jacqueline
jadeit;jade;Jade
jadran;Adriatic;Adria
jaffa;jaffa;Jaffa
jahelka;jahelka;jahelka
jahoda;strawberry;Erdbeere
jachta;yacht;Yacht
jachting;yachting;Segeln
jachtink;yachting;Segeln
jakarta;jakarta;Jakarta
jakubka;jakubka;jakubka
jalovice;heifer;Färse
jalovina;heifers;Färsen
jalta;yalta;Jalta
jamaika;jamaica;Jamaika
jamajka;Jamaica;Jamaika
jamb;jamb;Pfosten
jamestown;jamestown;Jamestown
jamka;hole;Loch
jana;jana;jana
janinka;janinka;Janina
janovka;janovka;janovka
jansenistka;Jansenist;Jansenist
jantar;amber;Bernstein
japan;japan;Japan
japanistika;Japanese studies;Japanische Studien
japanistka;Japanese;japanisch
japanologie;japanology;Japanologie
japonka;Japanese;japanisch
jarka;jarka;jarka
jarka;jarka;jarka
jarmark;fair;gerecht
jarmila;jarmila;Jarmila
jarmilka;jarmilka;Jarmilka
jarmulka;jarmulka;Jarmulka
jaroslava;jaroslava;Jaroslawa
jarovizace;vernalization;Vernalisation
jasan;ash;Asche
jas;brightness;Helligkeit
jasnovidka;clairvoyant;Hellseher
jaspis;jasper;Jaspis
jaternice;liver;Leber
jatky;slaughterhouse;Schlachthof
java;Java;Java
javor;maple;Ahorn
javorin;maple;Ahorn
jazykolam;tongue twister;Zungenbrecher
jazykozpyt;linguistics;Linguistik
jazylka;tongue;Zunge
jazz;jazz;Jazz
jazzrock;jazzrock;Jazzrock
jed;poison;Gift
jedle;fir;Tanne
jednatelka;executive;Exekutive
jednice;units;Einheiten
jednina;one;ein
jednoaktovka;one-act;Ein Akt
jednohlas;unison;Einklang
jednohubka;savory;Bohnenkraut
jednokolejka;monorail;Einschienenbahn
jednopostel;single bed;Einzelbett
jednota;unity;Einheit
jednotka;unit;Einheit
jednotlivina;individual;Individuell
jedovka;jedovka;jedovka
jefferson;jefferson;Jefferson
jehlan;pyramid;Pyramide
jehla;needle;Nadel
jehlice;pin;Stift
jehlovka;needle;Nadel
jehovistka;jehovist;jehovist
jekaterinburg;jekaterinburg;Jekaterinburg
jek;is to;ist zu
jekor;jekor;Jekor
jekot;jekot;Jekot
jelenice;deerskin;Hirschleder
jelenka;deer;Hirsch
jemen;Yemen;Jemen
jemenka;yemen;Jemen
jemin;jemin;jemin
jemnocit;gentle;sanft
jena;is on;ist an
jenever;jenever;Jenever
jen;just;Nur
jepice;maypole;Maibaum
jerevan;jerevan;Jerusalem
jer;jer;Jer
jessie;jessie;jessi
jetelinka;clover;Kleeblatt
jetelotravina;clover;Kleeblatt
jetelovina;clover;Kleeblatt
jev;phenomenon;Phänomen
jez;weir;Wehr
jezinka;wicked woman;böse Frau
jih;south;Süden
jihlava;Jihlava;Jihlava
jihoevropanka;southern european;südeuropäisch
jihoslovanka;jihoslovanka;jihoslowanka
jikra;roe;Rogen
jilm;elm;Ulme
jinan;jinan;Jinan
jindra;jindra;jindra
jinovatka;hoarfrost;Raureif
jircha;jircha;jircha
jirka;jirka;jirka
jiskra;spark;Funke
jistina;principal;Rektor
jistota;certainty;Sicherheit
jitka;jitka;jitka
jitrnice;jitrnice;nett
jive;jive;jive
jivina;jivina;jiva
jizba;jizba;Jizba
jizera;jizera;Iser
jizva;scar;Narbe
jmeniny;name day;Namenstag
jmenovka;label;Etikette
job;job;Arbeit
jobovka;jobovka;jobovka
jodace;iodination;Jodierung
jod;iodine;Jod
jodid;iodide;Jodid
jodisol;iodisol;Jodisol
jodistan;periodate;periodieren
joditan;joditan;Joditan
jodmethan;iodomethane;Jodmethan
jodoform;iodoform;Jodoform
jodurie;iodine;Jod
jogurt;yoghurt;Joghurt
johana;johana;Johanna
johanka;johanka;Johanna
johanna;johanna;Johanna
johannesburg;johannesburg;Johannesburg
joint;joint;gemeinsam
jolana;jolana;jolana
jolanka;jolanka;Jolanka
jola;yawl;Jolle
jolka;jolka;jolka
josefa;josefa;Josefa
jota;iota;Jota
joule;joule;Joule
joystick;joystick;Joystick
jubilantka;jubilant;jubelnd
judaistika;Judaism;Judentum
judaistka;Judaist;Judentum
judikatura;case law;Rechtsprechung
judistka;judoka;Judoka
judita;judita;Judita
juchta;juchta;juchta
juchtovice;juchtovice;Juchtovice
juchtovina;juchtovina;juchtovina
julie;Julia;Julia
julinka;julinka;Julinka
julka;julka;Julka
junda;junda;junda
juniorka;junior;Junior
junta;junta;Junta
jura;jura;Jura
jurisdikce;jurisdiction;Zuständigkeit
juristka;juristka;juristka
justice;judiciary;Justiz
juta;jute;Jute
juxtapozice;juxtaposition;Nebeneinander
kabala;kabala;Kabbala
kabalistka;Kabbalist;Kabbalist
kabanos;kabanos;Kabanos
kabaret;cabaret;Kabarett
kabela;holdall;Reisetasche
kabel;cable;Kabel
kabelizace;cabling;Verkabelung
kabelka;handbag;Handtasche
kabelogram;cable;Kabel
kabelovna;cable room;Kabelraum
kabelovod;cable duct;Kabelkanal
kabina;cabin;Kabine
kabinet;cabinet;Kabinett
kabinka;cabin;Kabine
kabriolet;convertible;Cabrio
kacabajka;kacabajka;kacabajka
kadaver;cadaver;Leiche
kadaverin;cadaverine;Kadaverin
kadence;cadence;Kadenz
kadetka;cadet school;Kadettenanstalt
kadibudka;kadibudka;kadibudka
kadidelnice;censer;Räuchergefäß
kaditelnice;incense burner;Räuchergefäß
kadlub;kadlub;kadlub
kafilerka;rendering;Wiedergabe
kafr;camphor;Kampfer
kaftan;caftan;Kaftan
kagera;kagera;kagera
kahan;burner;Brenner
kachexie;cachexia;Kachexie
kachna;duck;Ente
kajak;kayak;Kajak
